Year,Exporter,Importer,HSCode,Weight,Value,EstimationMethod,UnitPrice($/kg)
2024,FIN,IRQ,6309,9.541,5.239,Original,0.549103868
2024,FIN,MYS,6309,137.385,75.447,Original,0.549164756
2024,FRA,ATG,6309,111.173,61.696,Original,0.55495489
2024,EST,MNG,6310,2.0,1.1,Original,0.55
2024,DEU,TUN,6309,16090000.0,8897600.934,Original,0.552989492
2024,GTM,PAK,6309,32474.0,17900.0,Original,0.551210199
2024,KOR,AUT,6309,175.0,97.0,Original,0.554285714
2024,KOR,IND,6309,66476380.0,36762237.0,Original,0.553012017
2024,LSO,SWZ,6309,60050.0,33236.837,Original,0.553486045
2024,LTU,GBR,6309,193151.0,105454.0,Original,0.545966627
2024,MWI,MUS,6309,530.0,290.333,Original,0.547798113
2024,IDN,SEN,6310,18.27,10.0,Original,0.547345375
2024,MYS,MDV,6310,200.0,109.256,Original,0.54628
2024,PAK,CAN,6309,715376.0,391427.216,Original,0.547162913
2024,PAK,HUN,6309,95450.0,52467.008,Original,0.549680545
2024,PRT,GEO,6309,86700.0,47783.1,Original,0.551131488
2024,SEN,GMB,6309,1500.0,822.208,Original,0.548138667
2024,NOR,SWE,6310,21099.0,11611.197,Original,0.550319778
2024,SGP,TZA,6309,22500.0,12395.29,Original,0.550901778
2024,SRB,GBR,6310,42.0,23.0,Original,0.547619048
2024,IND,KEN,6310,21740.0,11897.596,Original,0.547267525
2024,IND,LBR,6310,12690.0,6961.091,Original,0.54854933
2024,ESP,FRA,6310,1492087.0,824703.057,Original,0.552717809
2024,CHE,GEO,6309,15491.0,8523.003,Original,0.550190627
2024,THA,AUT,6310,3131.0,1723.95,Original,0.550606835
2024,THA,JPN,6310,2072516.361,1130620.15,Original,0.545530145
2024,TUR,CAF,6309,56440.0,30766.0,Original,0.545109851
2024,TUR,COD,6309,3162260.0,1725754.0,Original,0.54573438
2024,TUR,ITA,6309,511369.0,279040.0,Original,0.545672499
2024,UKR,ESP,6309,135.0,74.38,Original,0.550962963
2024,GBR,YEM,6309,13300.0,7368.823,Original,0.554046842
2024,USA,MWI,6309,50261.0,27500.0,Original,0.547143909
2024,TUR,ALB,6310,27566.0,15125.0,Original,0.54868316
2024,USA,HKG,6310,270158.0,149200.0,Original,0.552269413
2024,AGO,GMB,6309,692.0,386.0,Original,0.557803468
2024,AUS,MYS,6309,13663073.0,7631645.257,Original,0.558559942
2024,AUS,ARE,6309,69622829.0,38999102.15,Original,0.560148197
2024,AUT,HUN,6309,5918970.0,3310025.52,Original,0.55922323
2024,AUT,LVA,6309,778382.0,438655.247,Original,0.563547522
2024,BEL,ESP,6310,98071.1,54504.534,Original,0.555765501
2024,CHN,MOZ,6309,56305370.0,31619105.0,Original,0.561564643
2024,BEN,MDG,6309,20450.0,11547.085,Original,0.564649633
2024,LKA,IDN,6310,339879.0,191615.088,Original,0.563774426
2024,LKA,MYS,6310,264383.0,147423.565,Original,0.557613632
2024,FIN,AGO,6309,310674.0,175143.923,Original,0.563754685
2024,EST,ITA,6310,8479.6,4715.41,Original,0.556088731
2024,DEU,SRB,6309,2583306.0,1447817.451,Original,0.560451395
2024,KWT,GRC,6309,590.0,328.0,Original,0.555932203
2024,NLD,ABW,6310,56435.0,31494.024,Original,0.558058368
2024,NIC,DEU,6310,1.8,1.0,Original,0.555555556
2024,PAK,CHL,6310,596770.0,331259.671,Original,0.555087674
2024,PAK,IRL,6310,417580.0,234906.807,Original,0.562543242
2024,ROU,TUR,6310,301186.5,169861.33,Original,0.563973916
2024,SGP,MMR,6309,14200.0,7948.462,Original,0.559750845
2024,ESP,COL,6309,198211.8,111368.155,Original,0.561864405
2024,CHE,GIN,6309,170064.0,95247.74,Original,0.560069974
2024,CHE,SEN,6309,161447.0,90930.585,Original,0.563222513
2024,TUR,MKD,6309,1084509.0,602463.0,Original,0.555516828
2024,GBR,DJI,6309,18000.0,10146.4,Original,0.563688889
2024,GBR,LAO,6309,46629.0,26118.102,Original,0.560125716
2024,USA,IND,6309,82681235.7,46695406.0,Original,0.564764249
2024,AUT,HRV,6309,57652.0,32931.425,Original,0.571210452
2024,BEL,OMN,6309,6656600.0,3781146.433,Original,0.56802969
2024,CHN,SLE,6309,3834867.0,2189854.0,Original,0.571037796
2024,BEN,GMB,6309,8740.0,4948.75,Original,0.566218535
2024,DEU,HND,6309,37480.0,21262.432,Original,0.567300747
2024,DEU,IRQ,6309,6560420.0,3743345.868,Original,0.57059546
2024,KEN,ROU,6309,1150.0,661.185,Original,0.574943478
2024,LTU,NLD,6309,306090.0,173820.0,Original,0.567872194
2024,HUN,BLR,6310,181743.0,103610.0,Original,0.570090733
2024,LTU,POL,6310,191008.0,109598.0,Original,0.573787485
2024,LTU,RUS,6310,64371.0,36394.0,Original,0.56537882
2024,MEX,USA,6310,6893908.389,3905466.0,Level 1 (Exp-Imp),0.566509704
2024,NIC,USA,6309,28166.0,15993.2,Original,0.567819357
2024,PHL,GHA,6309,104000.0,59342.0,Original,0.570596154
2024,PAK,ARE,6310,2166541.0,1227353.729,Original,0.566503809
2024,POL,SRB,6310,785108.048,444522.0,Original,0.566192133
2024,POL,UKR,6310,130679.0,74375.0,Original,0.569142708
2024,SVK,GBR,6309,26454.0,15080.807,Original,0.570076624
2024,IND,JPN,6310,386978.0,220150.673,Original,0.568897129
2024,USA,MYS,6310,149897.0,85537.0,Original,0.570638505
2024,AGO,ESP,6309,800.0,462.0,Original,0.5775
2024,AUS,PAK,6309,25964375.0,15020531.39,Original,0.578505409
2024,AUS,TGO,6309,102380.0,59060.63,Original,0.576876636
2024,BGR,TGO,6309,1354590.0,788866.088,Original,0.582365209
2024,CHN,MMR,6309,168177.0,97320.0,Original,0.578676038
2024,CHN,HKG,6310,312371.0,182510.0,Original,0.584273188
2024,FRA,JPN,6310,2719.539,1590.017,Original,0.584664166
2024,DEU,CHE,6309,212933.0,124129.177,Original,0.582949458
2024,IDN,NAM,6309,278.0,160.0,Original,0.575539568
2024,JPN,MOZ,6309,36148.0,20850.082,Original,0.576797665
2024,KOR,JPN,6309,905925.4,522726.0,Original,0.577007776
2024,MWI,BEL,6309,4075.0,2354.854,Original,0.577878282
2024,HUN,ESP,6310,282140.5843,162310.0,Level 1 (Exp-Imp),0.575280584
2024,MYS,PHL,6310,234353.0,135639.192,Original,0.578781547
2024,NZL,PAK,6309,350560.0,203893.54,Original,0.581622376
2024,NOR,UKR,6309,551818.0,319743.82,Original,0.579437097
2024,PHL,JPN,6309,947031.0,551122.0,Original,0.581947159
2024,QAT,ARE,6309,3930286.0,2282373.862,Original,0.580714447
2024,PAK,QAT,6310,1250169.0,720875.144,Original,0.576622156
2024,IND,MWI,6309,1099523.0,640641.318,Original,0.582653858
2024,SRB,DEU,6310,1272.0,744.0,Original,0.58490566
2024,SGP,THA,6310,144420.0,83403.847,Original,0.577508981
2024,ESP,GTM,6309,507180.0,295132.946,Original,0.581909669
2024,THA,MMR,6309,2175574.0,1265129.86,Original,0.581515435
2024,CHE,FRA,6310,26968.953,15737.571,Original,0.583544011
2024,UGA,DEU,6309,479.0,277.06,Original,0.578413361
2024,UGA,SEN,6309,561.0,326.51,Original,0.58201426
2024,UKR,LTU,6309,1316990.0,757844.33,Original,0.575436662
2024,USA,PHL,6309,10121139.0,5893412.0,Original,0.582287428
2024,AUT,GEO,6309,33355.0,19622.475,Original,0.58829186
2024,CHN,LBY,6309,423072.0,251037.0,Original,0.593367086
2024,CHN,NER,6309,234824.0,138429.0,Original,0.589501073
2024,DOM,HND,6310,2937841.3,1734411.657,Original,0.590369418
2024,DEU,ITA,6309,23541000.0,13960176.37,Original,0.593015436
2024,DEU,LTU,6309,10926500.0,6456532.11,Original,0.59090579
2024,DEU,POL,6309,65390839.0,38676661.77,Original,0.591469116
2024,HKG,ARE,6309,225283.0,132727.076,Original,0.589157087
2024,IRL,GBR,6309,4503973.0,2663779.443,Original,0.591428821
2024,CIV,MRT,6309,280.0,164.958,Original,0.589135714
2024,MLT,TUR,6309,41000.0,24216.098,Original,0.590636537
2024,MUS,MDG,6309,17849.0,10555.496,Original,0.591377444
2024,KEN,ITA,6310,26645.0,15751.617,Original,0.59116596
2024,KOR,IND,6310,1557540.0,915929.0,Original,0.588061302
2024,MYS,CXR,6310,200.0,117.996,Original,0.58998
2024,MYS,PNG,6310,8415.0,4997.566,Original,0.593887819
2024,NZL,ARE,6309,75701.0,44463.856,Original,0.587361541
2024,PHL,AUS,6309,5974.36,3500.0,Original,0.585836809
2024,IND,CIV,6309,165550.0,97738.358,Original,0.590385732
2024,CHE,AUT,6309,311294.0,183981.698,Original,0.591022307
2024,TGO,LBN,6309,516003.0,303213.864,Original,0.587620351
2024,TUR,CZE,6309,41320.0,24564.0,Original,0.594482091
2024,GBR,OMN,6309,26050.0,15313.454,Original,0.587848522
2024,USA,COD,6309,5512554.0,3233954.0,Original,0.586652575
2024,BEL,GBR,6310,264149.3,158838.337,Original,0.601320303
2024,CHN,LAO,6309,397353.0,236702.0,Original,0.595697025
2024,CHN,MWI,6309,2313830.0,1382923.0,Original,0.597677012
2024,CHN,ROU,6309,27635.0,16649.0,Original,0.602460648
2024,CHN,SDN,6309,25796.0,15477.0,Original,0.599976741
2024,BEN,BWA,6309,8200.0,4948.75,Original,0.603506098
2024,DNK,KEN,6309,2019.0,1211.114,Original,0.599858346
2024,DOM,SLV,6310,150.8,90.0,Original,0.596816976
2024,EST,FIN,6309,391388.0,234070.63,Original,0.598052649
2024,FRA,SOM,6309,26400.0,15716.164,Original,0.595309242
2024,DEU,LKA,6309,6950.0,4191.5,Original,0.603093525
2024,IRL,LTU,6309,45440.0,27169.914,Original,0.597929445
2024,KOR,SVN,6309,25660.0,15396.0,Original,0.6
2024,KWT,PAK,6309,68621.0,41385.0,Original,0.603095262
2024,MYS,SGP,6309,1352572.7,812176.874,Original,0.600468185
2024,HUN,BIH,6310,112499.0,67424.0,Original,0.599329772
2024,MYS,SGP,6310,2145571.55,1279192.85,Original,0.596201441
2024,MEX,MYS,6310,176261.5873,106193.0,Level 2 (Exp Only),0.602473866
2024,MEX,THA,6310,1919092.37,1156203.0,Level 2 (Exp Only),0.602473866
2024,NOR,FRA,6309,15116.0,9021.915,Original,0.596845396
2024,NOR,LVA,6309,1293530.0,776106.447,Original,0.599991069
2024,NOR,SWE,6309,279712.0,168456.539,Original,0.602249954
2024,PAK,NIC,6309,174740.0,104226.899,Original,0.596468462
2024,PAK,GBR,6310,1404938.0,847036.897,Original,0.602899841
2024,SVK,LBN,6309,14993.0,9056.277,Original,0.604033682
2024,IND,KOR,6310,677200.0,404603.486,Original,0.597465278
2024,SWE,BGR,6309,140000.0,84692.534,Original,0.604946671
2024,TGO,CAF,6309,1040210.0,623686.793,Original,0.599577771
2024,TGO,ESP,6309,64958.0,38968.683,Original,0.599905831
2024,THA,MYS,6310,1484796.0,886901.09,Original,0.597321848
2024,TUR,RUS,6309,28628.0,17042.0,Original,0.595291323
2024,TUR,SRB,6309,38600.0,23150.0,Original,0.599740933
2024,TUR,UZB,6309,30.0,18.0,Original,0.6
2024,UGA,BDI,6309,250.0,150.0,Original,0.6
2024,USA,TUN,6309,8520091.0,5149286.0,Original,0.604369836
2024,ZMB,MOZ,6309,69920.0,42286.294,Original,0.604781093
2024,USA,LBR,6310,25040.0,15000.0,Original,0.599041534
2024,USA,SEN,6310,25040.0,15000.0,Original,0.599041534
2024,BEL,ESP,6309,963230.0,592349.083,Original,0.614961207
2024,BGR,SRB,6309,195026.0,119530.378,Original,0.612894578
2024,LKA,NAM,6309,2970.0,1801.949,Original,0.606716835
2024,CHN,LBN,6309,1731459.0,1062174.0,Original,0.613456051
2024,CHN,ZMB,6309,3743873.0,2274888.0,Original,0.607629586
2024,FRA,COG,6309,171296.0,104144.483,Original,0.607979655
2024,FRA,HUN,6310,137656.0,84427.841,Original,0.613324817
2024,DEU,ROU,6309,15098400.0,9172603.153,Original,0.607521536
2024,DEU,IRL,6310,28571.0,17540.38,Original,0.613922509
2024,ITA,MDG,6309,20840.0,12719.107,Original,0.610321833
2024,ITA,EGY,6309,71955.0,43620.94,Original,0.60622528
2024,KWT,ARE,6309,610216.0,374593.0,Original,0.613869515
2024,MWI,BGD,6309,501.0,306.041,Original,0.610860279
2024,ITA,GIN,6310,28500.0,17429.305,Original,0.611554561
2024,LVA,ESP,6310,43552.0,26748.057,Original,0.614163689
2024,NLD,TGO,6309,1546640.0,940027.947,Original,0.607787169
2024,NLD,ISL,6310,63160.0,38239.419,Original,0.605437286
2024,PAK,MEX,6310,25854.0,15715.495,Original,0.607855458
2024,QAT,SAU,6310,14963.10868,9200.0,Level 3 (Global),0.614845498
2024,IND,AUS,6310,579404.0,355462.993,Original,0.613497651
2024,SWE,AZE,6310,100645.596,61413.916,Original,0.610199735
2024,SWE,AUS,6310,25742.941,15708.336,Original,0.610199744
2024,SWE,BHR,6310,155.078,94.629,Original,0.610202608
2024,SWE,BGD,6310,9459.756,5772.34,Original,0.610199671
2024,SWE,BOL,6310,155.078,94.629,Original,0.610202608
2024,SWE,BRA,6310,155.078,94.629,Original,0.610202608
2024,SWE,MMR,6310,155.078,94.629,Original,0.610202608
2024,SWE,CAN,6310,2016.013,1230.171,Original,0.610199934
2024,SWE,CHN,6310,11320.691,6907.883,Original,0.610199766
2024,SWE,ERI,6310,310.156,189.257,Original,0.610199384
2024,SWE,HKG,6310,4497.261,2744.227,Original,0.61019963
2024,SWE,ISL,6310,1085.546,662.4,Original,0.610199844
2024,SWE,IRQ,6310,155.078,94.629,Original,0.610202608
2024,SWE,ISR,6310,155.078,94.629,Original,0.610202608
2024,SWE,ITA,6310,155.078,94.629,Original,0.610202608
2024,SWE,JPN,6310,155.078,94.629,Original,0.610202608
2024,SWE,KOR,6310,310.156,189.257,Original,0.610199384
2024,SWE,LBN,6310,775.39,473.143,Original,0.610200028
2024,SWE,MAC,6310,310.156,189.257,Original,0.610199384
2024,SWE,MAR,6310,2791.403,1703.314,Original,0.61019996
2024,SWE,OMN,6310,155.078,94.629,Original,0.610202608
2024,SWE,NZL,6310,465.234,283.886,Original,0.610200458
2024,SWE,NGA,6310,155.078,94.629,Original,0.610202608
2024,SWE,PAK,6310,1240.624,757.028,Original,0.610199384
2024,SWE,QAT,6310,155.078,94.629,Original,0.610202608
2024,SWE,IND,6310,3876.949,2365.713,Original,0.61019967
2024,SWE,VNM,6310,465.234,283.886,Original,0.610200458
2024,SWE,ZAF,6310,155.078,94.629,Original,0.610202608
2024,SWE,ESP,6310,620.312,378.514,Original,0.610199384
2024,SWE,CHE,6310,6513.274,3974.398,Original,0.610199724
2024,SWE,THA,6310,2481.247,1514.056,Original,0.610199629
2024,SWE,TGO,6310,155.078,94.629,Original,0.610202608
2024,SWE,ARE,6310,1550.78,946.285,Original,0.610199384
2024,SWE,EGY,6310,155.078,94.629,Original,0.610202608
2024,SWE,TZA,6310,310.156,189.257,Original,0.610199384
2024,TUR,AGO,6309,1449575.0,882519.0,Original,0.608812238
2024,GBR,SSD,6309,26055.0,15938.726,Original,0.611733871
2024,USA,IOT,6309,17518.0,10728.0,Original,0.612398676
2024,USA,MOZ,6310,24494.0,15000.0,Original,0.612394872
2024,USA,NIC,6310,932962.0,570687.0,Original,0.611693724
2024,AUS,CAN,6309,45894.87,28621.619,Original,0.623634384
2024,BGR,BEN,6309,1208696.0,749342.716,Original,0.619959623
2024,BEL,MRT,6310,201547.66,124311.569,Original,0.616784978
2024,BRA,IND,6310,78427.0,49004.0,Original,0.624835835
2024,CHN,TLS,6309,3367051.0,2087533.0,Original,0.61998853
2024,CHN,GAB,6310,4950.0,3057.0,Original,0.617575758
2024,DNK,DEU,6310,1496861.0,927307.154,Original,0.619501179
2024,DOM,CAN,6310,483.0,299.197,Original,0.619455487
2024,DOM,MEX,6310,229597.0,141959.363,Original,0.618297987
2024,DOM,USA,6310,5734747.92,3552799.1,Original,0.619521407
2024,FRA,TZA,6309,50310.0,31233.171,Original,0.620814371
2024,SLV,CRI,6310,50713.1,31563.42,Original,0.622391847
2024,FRA,GBR,6310,273625.438,168941.189,Original,0.617417701
2024,DEU,UKR,6310,6237.502,3863.515,Original,0.619401004
2024,HUN,DNK,6309,50810.9,31306.0,Original,0.616127642
2024,JPN,GIN,6309,318941.0,196919.647,Original,0.617417162
2024,MYS,CIV,6309,27000.0,16660.811,Original,0.617067074
2024,SAU,COD,6309,23730850.0,14759006.03,Original,0.621933308
2024,PAK,BHR,6310,511937.0,319575.58,Original,0.624247866
2024,PAK,CAN,6310,10681276.0,6602706.044,Original,0.618157048
2024,PAK,IRQ,6310,76460.0,47373.795,Original,0.619589262
2024,PAK,SGP,6310,634264.0,395869.21,Original,0.624139491
2024,SAU,BHR,6310,18232.0,11220.0,Original,0.615401492
2024,SWE,GBR,6310,37598.399,23278.618,Original,0.619138544
2024,TUR,IRN,6309,308770.0,191660.0,Original,0.620720925
2024,UGA,BRA,6309,352.0,219.66,Original,0.624034091
2024,USA,BFA,6309,226053.0,139525.0,Original,0.61722251
2024,BEL,SVK,6309,1723530.0,1089182.615,Original,0.631948742
2024,BEL,TGO,6309,1578050.0,993974.157,Original,0.629874945
2024,CHN,BGD,6309,4681952.0,2962780.0,Original,0.632808709
2024,BEN,COD,6309,95214.0,60169.377,Original,0.631938339
2024,CHN,VEN,6310,3325.0,2081.0,Original,0.625864662
2024,FIN,MWI,6309,86926.0,54393.095,Original,0.625740227
2024,FRA,NER,6309,55272.0,35004.184,Original,0.633307715
2024,FRA,CMR,6310,8128.0,5154.296,Original,0.634140748
2024,HUN,CUB,6309,55360.0,34975.0,Original,0.631773844
2024,ITA,GHA,6309,2609250.0,1653237.627,Original,0.633606449
2024,JPN,BGD,6309,503560.0,317309.715,Original,0.630132884
2024,JPN,DEU,6309,21686.252,13754.712,Original,0.63425953
2024,JPN,THA,6309,9067680.0,5754384.92,Original,0.634603881
2024,KWT,IND,6309,2819900.0,1768999.0,Original,0.627326856
2024,MYS,AUS,6309,2982973.6,1888005.878,Original,0.632927451
2024,MYS,BEN,6309,239290.0,149968.49,Original,0.626722763
2024,IDN,SGP,6310,13.82,8.73,Original,0.631693198
2024,PRT,SEN,6309,108415.0,68719.643,Original,0.633857335
2024,PAK,PRT,6310,26500.0,16699.229,Original,0.630159585
2024,IND,MEX,6310,38895.0,24487.221,Original,0.629572464
2024,ESP,BEN,6309,1083610.0,679506.867,Original,0.627076962
2024,ESP,GIN,6309,417493.0,261905.867,Original,0.62732996
2024,ESP,USA,6309,79555.9,50369.214,Original,0.633129837
2024,USA,COG,6309,532554.0,337036.0,Original,0.632867277
2024,UZB,RUS,6310,165440.0,104014.0,Original,0.628711315
2024,AUS,IRQ,6309,378090.0,241888.709,Original,0.639764895
2024,BEL,BEN,6309,6013530.0,3825175.116,Original,0.636094792
2024,CZE,DEU,6309,3636390.0,2324040.0,Original,0.639106366
2024,DNK,UGA,6309,1277.0,819.496,Original,0.641735317
2024,DEU,NIC,6309,19345.0,12450.851,Original,0.643621142
2024,GTM,CHL,6309,71559.0,45540.0,Original,0.636397937
2024,GTM,MEX,6310,896287.0,576579.0,Original,0.643297292
2024,KOR,AGO,6309,26660.0,17057.0,Original,0.639797449
2024,ITA,TUN,6310,1570024.0,1002334.352,Original,0.638419764
2024,CIV,GTM,6310,235.0,151.488,Original,0.644629787
2024,LTU,KAZ,6310,5040.0,3220.0,Original,0.638888889
2024,PAK,AUS,6309,2206590.0,1417214.037,Original,0.642264325
2024,PHL,IRQ,6309,262306.0,168261.0,Original,0.641468361
2024,PHL,UGA,6309,408919.0,260823.0,Original,0.637835366
2024,ROU,ITA,6310,95277.0,61195.47,Original,0.64229006
2024,IND,KHM,6310,44172.0,28144.307,Original,0.637152653
2024,IND,FRA,6310,249146.0,159989.055,Original,0.642149804
2024,ZAF,ESP,6310,137.31,88.004,Original,0.640914719
2024,SWE,LTU,6309,11164000.0,7200568.733,Original,0.644981076
2024,CHE,TGO,6309,1100.0,704.193,Original,0.640175455
2024,TGO,PRT,6309,62000.0,39617.256,Original,0.638988
2024,CHE,POL,6310,13985.0,8906.902,Original,0.636889668
2024,TZA,DNK,6309,510.0,325.0,Original,0.637254902
2024,TZA,MOZ,6309,62.0,39.54,Original,0.637741935
2024,TZA,NLD,6310,100.45,64.173,Original,0.638855152
2024,BGR,MDG,6309,22578.0,14708.699,Original,0.651461555
2024,BGR,IRQ,6310,7553.0,4901.978,Original,0.649010724
2024,CHN,HKG,6309,256181.0,166587.0,Original,0.650270707
2024,CHN,GBR,6309,43308.0,28357.0,Original,0.654775099
2024,BEN,COG,6309,11782.0,7632.622,Original,0.647820574
2024,CAN,USA,6310,15015478.0,9769020.324,Original,0.650596693
2024,CHN,ZAF,6310,707345.0,460254.0,Original,0.65067824
2024,DOM,ITA,6310,62578.1,40369.066,Original,0.64509894
2024,SLV,ITA,6310,42917.95,28033.26,Original,0.653182643
2024,DEU,LUX,6309,150.0,97.452,Original,0.64968
2024,IRL,GIN,6309,5000.0,3225.494,Original,0.6450988
2024,JPN,CIV,6309,216300.0,140473.797,Original,0.649439653
2024,JPN,PAK,6309,5093341.0,3290461.442,Original,0.646032033
2024,KEN,AGO,6309,282.5,182.977,Original,0.647706195
2024,LTU,COG,6309,71575.0,46780.0,Original,0.653580161
2024,MLT,NGA,6309,4010.0,2619.361,Original,0.653207232
2024,PRT,GIN,6309,249100.0,163094.409,Original,0.654734681
2024,NLD,NOR,6310,2118400.0,1372023.306,Original,0.647669612
2024,NIC,KOR,6310,36.8,23.9,Original,0.649456522
2024,IND,SYC,6310,100.0,64.728,Original,0.64728
2024,ESP,TGO,6309,2470610.0,1612078.239,Original,0.65250211
2024,CHE,MNG,6309,31500.0,20444.304,Original,0.649025524
2024,CHE,NGA,6309,20978.0,13623.857,Original,0.649435456
2024,TUR,SAU,6310,22441.0,14582.0,Original,0.64979279
2024,AUS,NGA,6309,200.0,131.982,Original,0.65991
2024,AUS,TUR,6309,5160.0,3393.917,Original,0.657735853
2024,AUT,NZL,6309,69.095,45.46,Original,0.657934728
2024,BGR,AGO,6309,414707.0,273087.518,Original,0.658507134
2024,AUS,GBR,6310,20.0,13.198,Original,0.6599
2024,BIH,MKD,6310,10800.0,7172.452,Original,0.664115926
2024,BGR,SRB,6310,66350.0,43684.135,Original,0.658389375
2024,CHN,MEX,6309,302924.0,199135.0,Original,0.657376108
2024,CHN,LKA,6310,17290.0,11432.0,Original,0.66119144
2024,FRA,BFA,6309,5600738.0,3717084.999,Original,0.663677715
2024,SLV,ESP,6310,207244.0,137018.14,Original,0.661144062
2024,GMB,USA,6310,7239.0,4793.103,Original,0.662122254
2024,GRC,GBR,6309,43121.0,28455.782,Original,0.659905429
2024,IDN,LKA,6309,6909.65,4540.5,Original,0.657124456
2024,KEN,KHM,6309,75.0,49.409,Original,0.658786667
2024,LTU,UGA,6309,63000.0,41546.0,Original,0.659460317
2024,MDG,COM,6309,1400.0,920.142,Original,0.657244286
2024,MYS,GHA,6309,2294870.0,1515981.454,Original,0.660595787
2024,MYS,IRQ,6309,200.0,131.107,Original,0.655535
2024,NLD,ARE,6309,8053650.0,5278713.22,Original,0.655443584
2024,NIC,BRA,6309,4320.0,2830.0,Original,0.655092593
2024,NOR,SVK,6309,1627650.0,1072894.859,Original,0.659168039
2024,POL,MNE,6310,4.536,3.0,Original,0.661375661
2024,POL,PRT,6310,1.512,1.0,Original,0.661375661
2024,SVK,TGO,6309,1608307.0,1055642.415,Original,0.656368725
2024,IND,CIV,6310,500.0,331.324,Original,0.662648
2024,ESP,GHA,6309,1900633.0,1253958.753,Original,0.659758487
2024,SWE,COM,6309,1000.0,662.4,Original,0.6624
2024,THA,LTU,6309,23187.0,15207.21,Original,0.655850692
2024,TUR,LBN,6309,3445891.0,2263961.0,Original,0.65700308
2024,BEL,CHN,6309,3833.76,2549.753,Original,0.66507893
2024,BRA,AUT,6310,203.0,135.0,Original,0.665024631
2024,BRA,COL,6310,3.0,2.0,Original,0.666666667
2024,CHN,ZAF,6309,170360.0,114854.0,Original,0.674184081
2024,CHN,UGA,6309,3641960.0,2445157.0,Original,0.671384914
2024,EST,CHE,6309,6620.0,4445.14,Original,0.671471299
2024,EST,MKD,6309,1640.0,1101.22,Original,0.67147561
2024,FRA,BEN,6309,1319218.0,886091.846,Original,0.671679621
2024,DEU,TGO,6310,551200.0,366963.729,Original,0.665754225
2024,JPN,KHM,6309,14484412.0,9678514.456,Original,0.668202096
2024,KOR,ARE,6309,445252.6,298369.0,Original,0.670111752
2024,LVA,TGO,6309,100384.0,66970.739,Original,0.667145551
2024,LTU,COD,6309,142698.0,96299.0,Original,0.674844777
2024,LTU,OMN,6309,2408270.0,1621695.0,Original,0.673385875
2024,MWI,ITA,6309,993.0,667.767,Original,0.67247432
2024,KOR,FRA,6310,8.932,6.0,Original,0.671742051
2024,KOR,SWE,6310,10.421,7.0,Original,0.671720564
2024,PAK,OMN,6310,188546.0,126921.263,Original,0.673158078
2024,SWE,EST,6309,450000.0,300729.468,Original,0.668287707
2024,SWE,SVK,6309,2269000.0,1520018.077,Original,0.669906601
2024,UGA,GMB,6309,375.0,250.25,Original,0.667333333
2024,UGA,IRN,6309,75.0,49.92,Original,0.6656
2024,UGA,TGO,6309,1779.0,1198.13,Original,0.673485104
2024,GBR,SVN,6310,25385.0,17049.757,Original,0.671646917
2024,USA,ESP,6310,39705.0,26518.0,Original,0.667875582
2024,BEL,LSO,6309,191750.0,131225.75,Original,0.68435854
2024,CHN,CHL,6309,5254707.0,3580845.0,Original,0.681454741
2024,CZE,GHA,6309,79650.0,54542.0,Original,0.684770873
2024,DNK,BGR,6309,798833.0,540727.249,Original,0.676896484
2024,DNK,BEN,6309,24989.0,17008.531,Original,0.680640722
2024,CHN,HRV,6310,47420.0,32111.0,Original,0.677161535
2024,HUN,ARE,6309,1411711.0,959551.0,Original,0.679707816
2024,LTU,THA,6309,28280.0,19301.0,Original,0.682496464
2024,MWI,IND,6309,494.0,336.787,Original,0.681755061
2024,MEX,HKG,6310,2321482.961,1577035.0,Level 1 (Exp-Imp),0.679322238
2024,PAK,SOM,6309,36.0,24.503,Original,0.680638889
2024,PAK,UZB,6309,780.0,529.02,Original,0.678230769
2024,PHL,CRI,6309,514.0,350.0,Original,0.680933852
2024,ROU,BEN,6309,263700.0,178594.6,Original,0.677264316
2024,PAK,LTU,6310,36389.0,24729.816,Original,0.679595922
2024,SVK,MNG,6309,250090.0,169761.634,Original,0.678802167
2024,ESP,BFA,6309,123934.0,83973.768,Original,0.677568448
2024,SWE,KAZ,6309,38000.0,25738.96,Original,0.677341053
2024,THA,PNG,6309,1660.0,1126.25,Original,0.678463855
2024,GBR,MDA,6309,16446.0,11106.503,Original,0.67533157
2024,TZA,IND,6309,49026.7,33411.94,Original,0.681504976
2024,USA,CHL,6310,136676.0,92622.0,Original,0.677675671
2024,BGR,PHL,6309,26882.0,18435.796,Original,0.685804479
2024,LKA,NPL,6309,78.0,54.058,Original,0.693051282
2024,CHN,KOR,6309,3287687.0,2253622.0,Original,0.685473404
2024,CZE,MWI,6309,788375.0,540884.0,Original,0.68607452
2024,DNK,CZE,6309,20192.0,13999.893,Original,0.693338599
2024,CHN,LAO,6310,336052.0,231767.0,Original,0.689676003
2024,FIN,COD,6309,15120.0,10452.553,Original,0.691306415
2024,FRA,MDG,6309,5348153.669,3680062.175,Original,0.688099558
2024,DEU,BGR,6309,16779100.0,11594277.91,Original,0.690995221
2024,IRL,CMR,6309,48570.0,33553.794,Original,0.690833725
2024,ITA,BRA,6309,14200.0,9850.025,Original,0.693663732
2024,KOR,HUN,6309,486.0,337.0,Original,0.693415638
2024,NAM,ZAF,6309,3105.3,2148.965,Original,0.692031366
